2022/12/1 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4661,16:00～17:00,12/3,5:10,20,83

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3890,16:00～17:00,12/3,5:10

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2922,4:00～5:00,12/3,5:10,17,85

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2491,4:00～5:00,12/3,5:10

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2022/12/1,0:00,2506,2488,72,3444
2022/12/1,1:00,2407,2396,82,2935
2022/12/1,2:00,2405,2398,83,2882
2022/12/1,3:00,2445,2442,84,2881
2022/12/1,4:00,2487,2491,85,2922
2022/12/1,5:00,2584,2608,83,3081
2022/12/1,6:00,2815,2812,85,3308
2022/12/1,7:00,3085,3100,84,3652
2022/12/1,8:00,3450,3403,85,4029
2022/12/1,9:00,3665,3635,84,4323
2022/12/1,10:00,3706,3693,84,4395
2022/12/1,11:00,3720,3714,83,4466
2022/12/1,12:00,3631,3606,83,4346
2022/12/1,13:00,3763,3669,85,4419
2022/12/1,14:00,3756,3677,84,4454
2022/12/1,15:00,3782,3775,81,4667
2022/12/1,16:00,3892,3890,83,4661
2022/12/1,17:00,3882,3874,82,4692
2022/12/1,18:00,3800,3801,78,4847
2022/12/1,19:00,3672,3672,76,4783
2022/12/1,20:00,3524,3533,74,4710
2022/12/1,21:00,3328,3336,71,4680
2022/12/1,22:00,3129,3140,69,4525
2022/12/1,23:00,2912,2929,68,4270

最大使用率(%),時間帯
85,8:00～9:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4702,9:00～10:00,12/2,23:20,23,81

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3812,9:00～10:00,12/2,23:20

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3734,6:00～7:00,12/2,23:20,18,84

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
3162,6:00～7:00,12/2,23:20

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2022/12/1,0:00,2599,0,0
2022/12/1,0:05,2580,0,0
2022/12/1,0:10,2567,0,0
2022/12/1,0:15,2558,0,0
2022/12/1,0:20,2544,0,0
2022/12/1,0:25,2528,0,0
2022/12/1,0:30,2507,0,0
2022/12/1,0:35,2484,0,0
2022/12/1,0:40,2464,0,0
2022/12/1,0:45,2463,0,0
2022/12/1,0:50,2432,0,0
2022/12/1,0:55,2424,0,0
2022/12/1,1:00,2401,0,0
2022/12/1,1:05,2424,0,0
2022/12/1,1:10,2410,0,0
2022/12/1,1:15,2415,0,0
2022/12/1,1:20,2405,0,0
2022/12/1,1:25,2400,0,0
2022/12/1,1:30,2404,0,0
2022/12/1,1:35,2399,0,0
2022/12/1,1:40,2401,0,0
2022/12/1,1:45,2400,0,0
2022/12/1,1:50,2394,0,0
2022/12/1,1:55,2386,0,0
2022/12/1,2:00,2399,0,0
2022/12/1,2:05,2387,0,0
2022/12/1,2:10,2388,0,0
2022/12/1,2:15,2400,0,0
2022/12/1,2:20,2400,0,0
2022/12/1,2:25,2394,0,0
2022/12/1,2:30,2399,0,0
2022/12/1,2:35,2402,0,0
2022/12/1,2:40,2412,0,0
2022/12/1,2:45,2414,0,0
2022/12/1,2:50,2412,0,0
2022/12/1,2:55,2410,0,0
2022/12/1,3:00,2422,0,0
2022/12/1,3:05,2436,0,0
2022/12/1,3:10,2445,0,0
2022/12/1,3:15,2434,0,0
2022/12/1,3:20,2441,0,0
2022/12/1,3:25,2423,0,0
2022/12/1,3:30,2444,0,0
2022/12/1,3:35,2434,0,0
2022/12/1,3:40,2439,0,0
2022/12/1,3:45,2450,0,0
2022/12/1,3:50,2459,0,0
2022/12/1,3:55,2458,0,0
2022/12/1,4:00,2455,0,0
2022/12/1,4:05,2477,0,0
2022/12/1,4:10,2474,0,0
2022/12/1,4:15,2480,0,0
2022/12/1,4:20,2463,0,0
2022/12/1,4:25,2463,0,0
2022/12/1,4:30,2478,0,0
2022/12/1,4:35,2474,0,0
2022/12/1,4:40,2479,0,0
2022/12/1,4:45,2498,0,0
2022/12/1,4:50,2510,0,0
2022/12/1,4:55,2512,0,0
2022/12/1,5:00,2519,0,0
2022/12/1,5:05,2543,0,0
2022/12/1,5:10,2561,0,0
2022/12/1,5:15,2568,0,0
2022/12/1,5:20,2571,0,0
2022/12/1,5:25,2562,0,0
2022/12/1,5:30,2562,0,0
2022/12/1,5:35,2574,0,0
2022/12/1,5:40,2601,0,0
2022/12/1,5:45,2612,0,0
2022/12/1,5:50,2619,0,0
