2022/9/3 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4487,18:00～19:00,9/3,23:20,31,76

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3421,18:00～19:00,9/3,23:20

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3157,0:00～1:00,9/3,23:20,22,82

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2595,0:00～1:00,9/3,23:20

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2022/9/3,0:00,2592,2595,82,3157
2022/9/3,1:00,2452,2437,82,2965
2022/9/3,2:00,2394,2384,82,2905
2022/9/3,3:00,2397,2391,82,2913
2022/9/3,4:00,2407,2398,82,2922
2022/9/3,5:00,2416,2410,81,2960
2022/9/3,6:00,2452,2443,82,2982
2022/9/3,7:00,2597,2617,81,3199
2022/9/3,8:00,2847,2897,80,3530
2022/9/3,9:00,3060,3141,79,3848
2022/9/3,10:00,3211,3317,78,4085
2022/9/3,11:00,3308,3390,78,4222
2022/9/3,12:00,3309,3357,78,4228
2022/9/3,13:00,3354,3382,78,4286
2022/9/3,14:00,3391,3360,78,4295
2022/9/3,15:00,3449,3401,78,4370
2022/9/3,16:00,3420,3413,77,4422
2022/9/3,17:00,3390,3403,76,4457
2022/9/3,18:00,3417,3421,76,4487
2022/9/3,19:00,3323,3325,73,4491
2022/9/3,20:00,3158,3175,71,4403
2022/9/3,21:00,2970,2998,68,4343
2022/9/3,22:00,2825,2856,66,4277
2022/9/3,23:00,2687,2703,65,4101

最大使用率(%),時間帯
82,1:00～2:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4206,18:00～19:00,9/3,23:50,22,81

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3448,18:00～19:00,9/3,23:50

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3463,22:00～23:00,9/3,23:50,21,82

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2866,22:00～23:00,9/3,23:50

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2022/9/3,0:00,2691,0,0
2022/9/3,0:05,2670,0,0
2022/9/3,0:10,2668,0,0
2022/9/3,0:15,2637,0,0
2022/9/3,0:20,2634,0,0
2022/9/3,0:25,2602,0,0
2022/9/3,0:30,2580,0,0
2022/9/3,0:35,2569,0,0
2022/9/3,0:40,2557,0,0
2022/9/3,0:45,2548,0,0
2022/9/3,0:50,2525,0,0
2022/9/3,0:55,2494,0,0
2022/9/3,1:00,2496,0,0
2022/9/3,1:05,2505,0,0
2022/9/3,1:10,2487,0,0
2022/9/3,1:15,2466,0,0
2022/9/3,1:20,2440,0,0
2022/9/3,1:25,2442,0,0
2022/9/3,1:30,2435,0,0
2022/9/3,1:35,2445,0,0
2022/9/3,1:40,2438,0,0
2022/9/3,1:45,2429,0,0
2022/9/3,1:50,2418,0,0
2022/9/3,1:55,2408,0,0
2022/9/3,2:00,2405,0,0
2022/9/3,2:05,2398,0,0
2022/9/3,2:10,2401,0,0
2022/9/3,2:15,2390,0,0
2022/9/3,2:20,2388,0,0
2022/9/3,2:25,2383,0,0
2022/9/3,2:30,2375,0,0
2022/9/3,2:35,2386,0,0
2022/9/3,2:40,2374,0,0
2022/9/3,2:45,2389,0,0
2022/9/3,2:50,2394,0,0
2022/9/3,2:55,2376,0,0
2022/9/3,3:00,2398,0,0
2022/9/3,3:05,2390,0,0
2022/9/3,3:10,2397,0,0
2022/9/3,3:15,2398,0,0
2022/9/3,3:20,2402,0,0
2022/9/3,3:25,2390,0,0
2022/9/3,3:30,2382,0,0
2022/9/3,3:35,2392,0,0
2022/9/3,3:40,2385,0,0
2022/9/3,3:45,2387,0,0
2022/9/3,3:50,2391,0,0
2022/9/3,3:55,2384,0,0
2022/9/3,4:00,2398,0,0
2022/9/3,4:05,2407,0,0
2022/9/3,4:10,2406,0,0
2022/9/3,4:15,2396,0,0
2022/9/3,4:20,2388,0,0
2022/9/3,4:25,2401,0,0
2022/9/3,4:30,2401,0,0
2022/9/3,4:35,2393,0,0
2022/9/3,4:40,2405,0,0
2022/9/3,4:45,2411,0,0
2022/9/3,4:50,2419,0,0
2022/9/3,4:55,2410,0,0
2022/9/3,5:00,2409,0,0
2022/9/3,5:05,2413,0,0
2022/9/3,5:10,2426,0,0
2022/9/3,5:15,2432,0,0
2022/9/3,5:20,2423,0,0
2022/9/3,5:25,2415,0,0
2022/9/3,5:30,2408,2,0
2022/9/3,5:35,2394,4,0
2022/9/3,5:40,2389,2,0
2022/9/3,5:45,2386,5,0
2022/9/3,5:50,2401,12,0
