2022/9/28 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4787,13:00～14:00,9/28,23:20,25,79

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3823,13:00～14:00,9/28,23:20

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2851,4:00～5:00,9/28,23:20,19,84

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2398,4:00～5:00,9/28,23:20

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2022/9/28,0:00,2528,2526,74,3374
2022/9/28,1:00,2390,2386,83,2866
2022/9/28,2:00,2350,2343,82,2865
2022/9/28,3:00,2372,2363,84,2823
2022/9/28,4:00,2393,2398,83,2851
2022/9/28,5:00,2435,2449,83,2924
2022/9/28,6:00,2537,2564,82,3082
2022/9/28,7:00,2771,2779,82,3367
2022/9/28,8:00,3131,3216,80,3875
2022/9/28,9:00,3491,3511,82,4250
2022/9/28,10:00,3671,3607,82,4437
2022/9/28,11:00,3748,3717,81,4586
2022/9/28,12:00,3679,3692,80,4571
2022/9/28,13:00,3795,3823,79,4787
2022/9/28,14:00,3812,3815,77,4896
2022/9/28,15:00,3768,3754,78,4811
2022/9/28,16:00,3659,3674,80,4573
2022/9/28,17:00,3556,3558,79,4446
2022/9/28,18:00,3494,3471,78,4428
2022/9/28,19:00,3329,3302,76,4358
2022/9/28,20:00,3167,3142,73,4309
2022/9/28,21:00,2986,2969,70,4225
2022/9/28,22:00,2857,2841,72,3958
2022/9/28,23:00,2707,2690,69,3872

最大使用率(%),時間帯
84,3:00～4:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4441,13:00～14:00,9/28,23:50,19,84

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3736,13:00～14:00,9/28,23:50

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2786,3:00～4:00,9/28,23:50,19,84

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2344,3:00～4:00,9/28,23:50

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2022/9/28,0:00,2628,0,0
2022/9/28,0:05,2620,0,0
2022/9/28,0:10,2588,0,0
2022/9/28,0:15,2588,0,0
2022/9/28,0:20,2557,0,0
2022/9/28,0:25,2527,0,0
2022/9/28,0:30,2505,0,0
2022/9/28,0:35,2504,0,0
2022/9/28,0:40,2482,0,0
2022/9/28,0:45,2458,0,0
2022/9/28,0:50,2462,0,0
2022/9/28,0:55,2431,0,0
2022/9/28,1:00,2422,0,0
2022/9/28,1:05,2424,0,0
2022/9/28,1:10,2409,0,0
2022/9/28,1:15,2401,0,0
2022/9/28,1:20,2389,0,0
2022/9/28,1:25,2381,0,0
2022/9/28,1:30,2377,0,0
2022/9/28,1:35,2373,0,0
2022/9/28,1:40,2361,0,0
2022/9/28,1:45,2370,0,0
2022/9/28,1:50,2355,0,0
2022/9/28,1:55,2361,0,0
2022/9/28,2:00,2364,0,0
2022/9/28,2:05,2360,0,0
2022/9/28,2:10,2345,0,0
2022/9/28,2:15,2337,0,0
2022/9/28,2:20,2331,0,0
2022/9/28,2:25,2331,0,0
2022/9/28,2:30,2330,0,0
2022/9/28,2:35,2345,0,0
2022/9/28,2:40,2334,0,0
2022/9/28,2:45,2339,0,0
2022/9/28,2:50,2353,0,0
2022/9/28,2:55,2350,0,0
2022/9/28,3:00,2340,0,0
2022/9/28,3:05,2359,0,0
2022/9/28,3:10,2362,0,0
2022/9/28,3:15,2363,0,0
2022/9/28,3:20,2376,0,0
2022/9/28,3:25,2361,0,0
2022/9/28,3:30,2372,0,0
2022/9/28,3:35,2358,0,0
2022/9/28,3:40,2341,0,0
2022/9/28,3:45,2367,0,0
2022/9/28,3:50,2387,0,0
2022/9/28,3:55,2382,0,0
2022/9/28,4:00,2385,0,0
2022/9/28,4:05,2364,0,0
2022/9/28,4:10,2377,0,0
2022/9/28,4:15,2391,0,0
2022/9/28,4:20,2376,0,0
2022/9/28,4:25,2389,0,0
2022/9/28,4:30,2377,0,0
2022/9/28,4:35,2374,0,0
2022/9/28,4:40,2387,0,0
2022/9/28,4:45,2389,0,0
2022/9/28,4:50,2390,0,0
2022/9/28,4:55,2405,0,0
2022/9/28,5:00,2405,0,0
2022/9/28,5:05,2418,0,0
2022/9/28,5:10,2422,0,0
2022/9/28,5:15,2418,0,0
2022/9/28,5:20,2426,0,0
2022/9/28,5:25,2428,0,0
2022/9/28,5:30,2432,0,0
2022/9/28,5:35,2422,0,0
2022/9/28,5:40,2428,0,0
2022/9/28,5:45,2430,1,0
2022/9/28,5:50,2428,4,0
