2022/4/24 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3759,18:00～19:00,4/24,23:20,31,76

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2869,18:00～19:00,4/24,23:20

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2562,6:00～7:00,4/24,23:20,23,80

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2075,6:00～7:00,4/24,23:20

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2022/4/24,0:00,2227,2225,79,2785
2022/4/24,1:00,2138,2146,79,2689
2022/4/24,2:00,2135,2133,79,2678
2022/4/24,3:00,2162,2150,80,2685
2022/4/24,4:00,2161,2141,80,2671
2022/4/24,5:00,2117,2084,81,2605
2022/4/24,6:00,2077,2075,81,2562
2022/4/24,7:00,2141,2229,77,2759
2022/4/24,8:00,2334,2448,77,3028
2022/4/24,9:00,2503,2553,77,3238
2022/4/24,10:00,2560,2608,75,3380
2022/4/24,11:00,2573,2615,74,3452
2022/4/24,12:00,2593,2597,74,3494
2022/4/24,13:00,2610,2586,73,3573
2022/4/24,14:00,2602,2569,71,3620
2022/4/24,15:00,2573,2628,68,3757
2022/4/24,16:00,2630,2684,70,3725
2022/4/24,17:00,2773,2769,76,3627
2022/4/24,18:00,2898,2869,77,3759
2022/4/24,19:00,2846,2830,75,3787
2022/4/24,20:00,2757,2734,72,3809
2022/4/24,21:00,2627,2581,69,3795
2022/4/24,22:00,2465,2454,65,3750
2022/4/24,23:00,2351,2345,64,3652

最大使用率(%),時間帯
81,5:00～6:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4004,13:00～14:00,4/25,0:50,19,83

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3356,13:00～14:00,4/25,0:50

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3884,18:00～19:00,4/25,0:50,19,83

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
3260,18:00～19:00,4/25,0:50

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2022/4/24,0:00,2302,0,0
2022/4/24,0:05,2282,0,0
2022/4/24,0:10,2269,0,0
2022/4/24,0:15,2259,0,0
2022/4/24,0:20,2264,0,0
2022/4/24,0:25,2234,0,0
2022/4/24,0:30,2228,0,0
2022/4/24,0:35,2200,0,0
2022/4/24,0:40,2196,0,0
2022/4/24,0:45,2172,0,0
2022/4/24,0:50,2169,0,0
2022/4/24,0:55,2146,0,0
2022/4/24,1:00,2134,0,0
2022/4/24,1:05,2138,0,0
2022/4/24,1:10,2134,0,0
2022/4/24,1:15,2133,0,0
2022/4/24,1:20,2133,0,0
2022/4/24,1:25,2135,0,0
2022/4/24,1:30,2135,0,0
2022/4/24,1:35,2132,0,0
2022/4/24,1:40,2115,0,0
2022/4/24,1:45,2108,0,0
2022/4/24,1:50,2127,0,0
2022/4/24,1:55,2118,0,0
2022/4/24,2:00,2125,0,0
2022/4/24,2:05,2123,0,0
2022/4/24,2:10,2120,0,0
2022/4/24,2:15,2120,0,0
2022/4/24,2:20,2115,0,0
2022/4/24,2:25,2125,0,0
2022/4/24,2:30,2127,0,0
2022/4/24,2:35,2126,0,0
2022/4/24,2:40,2138,0,0
2022/4/24,2:45,2122,0,0
2022/4/24,2:50,2125,0,0
2022/4/24,2:55,2129,0,0
2022/4/24,3:00,2135,0,0
2022/4/24,3:05,2151,0,0
2022/4/24,3:10,2155,0,0
2022/4/24,3:15,2150,0,0
2022/4/24,3:20,2168,0,0
2022/4/24,3:25,2158,0,0
2022/4/24,3:30,2158,0,0
2022/4/24,3:35,2152,0,0
2022/4/24,3:40,2152,0,0
2022/4/24,3:45,2158,0,0
2022/4/24,3:50,2141,0,0
2022/4/24,3:55,2143,0,0
2022/4/24,4:00,2141,0,0
2022/4/24,4:05,2149,0,0
2022/4/24,4:10,2159,0,0
2022/4/24,4:15,2153,0,0
2022/4/24,4:20,2156,0,0
2022/4/24,4:25,2153,0,0
2022/4/24,4:30,2163,0,0
2022/4/24,4:35,2148,0,0
2022/4/24,4:40,2140,0,0
2022/4/24,4:45,2142,0,0
2022/4/24,4:50,2153,0,0
2022/4/24,4:55,2152,0,0
2022/4/24,5:00,2146,0,0
2022/4/24,5:05,2150,0,0
2022/4/24,5:10,2142,0,0
2022/4/24,5:15,2141,1,0
2022/4/24,5:20,2130,8,0
2022/4/24,5:25,2116,6,0
2022/4/24,5:30,2095,9,0
2022/4/24,5:35,2092,11,0
2022/4/24,5:40,2085,13,0
2022/4/24,5:45,2081,15,0
2022/4/24,5:50,2083,18,0
