2022/4/19 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4264,11:00～12:00,4/19,23:20,26,79

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3379,11:00～12:00,4/19,23:20

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2953,3:00～4:00,4/19,23:20,22,82

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2426,3:00～4:00,4/19,23:20

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2022/4/19,0:00,2501,2507,81,3084
2022/4/19,1:00,2402,2400,80,2980
2022/4/19,2:00,2399,2391,80,2962
2022/4/19,3:00,2436,2426,82,2953
2022/4/19,4:00,2471,2459,82,3003
2022/4/19,5:00,2524,2530,82,3077
2022/4/19,6:00,2625,2672,80,3250
2022/4/19,7:00,2766,2832,79,3460
2022/4/19,8:00,3037,3070,80,3794
2022/4/19,9:00,3287,3254,80,4079
2022/4/19,10:00,3378,3339,80,4204
2022/4/19,11:00,3394,3379,79,4264
2022/4/19,12:00,3284,3301,79,4156
2022/4/19,13:00,3321,3358,76,4347
2022/4/19,14:00,3270,3305,75,4330
2022/4/19,15:00,3203,3235,74,4286
2022/4/19,16:00,3211,3215,73,4371
2022/4/19,17:00,3198,3205,76,4168
2022/4/19,18:00,3282,3303,80,4062
2022/4/19,19:00,3204,3226,78,4079
2022/4/19,20:00,3087,3081,75,4064
2022/4/19,21:00,2926,2914,71,4073
2022/4/19,22:00,2784,2773,69,4017
2022/4/19,23:00,2627,2596,66,3938

最大使用率(%),時間帯
82,3:00～4:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4081,10:00～11:00,4/20,0:50,20,83

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3397,10:00～11:00,4/20,0:50

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2888,4:00～5:00,4/20,0:50,20,83

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2404,4:00～5:00,4/20,0:50

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2022/4/19,0:00,2599,0,0
2022/4/19,0:05,2587,0,0
2022/4/19,0:10,2575,0,0
2022/4/19,0:15,2534,0,0
2022/4/19,0:20,2509,0,0
2022/4/19,0:25,2495,0,0
2022/4/19,0:30,2494,0,0
2022/4/19,0:35,2490,0,0
2022/4/19,0:40,2458,0,0
2022/4/19,0:45,2447,0,0
2022/4/19,0:50,2415,0,0
2022/4/19,0:55,2403,0,0
2022/4/19,1:00,2399,0,0
2022/4/19,1:05,2413,0,0
2022/4/19,1:10,2407,0,0
2022/4/19,1:15,2419,0,0
2022/4/19,1:20,2405,0,0
2022/4/19,1:25,2382,0,0
2022/4/19,1:30,2393,0,0
2022/4/19,1:35,2404,0,0
2022/4/19,1:40,2392,0,0
2022/4/19,1:45,2379,0,0
2022/4/19,1:50,2390,0,0
2022/4/19,1:55,2376,0,0
2022/4/19,2:00,2385,0,0
2022/4/19,2:05,2384,0,0
2022/4/19,2:10,2414,0,0
2022/4/19,2:15,2386,0,0
2022/4/19,2:20,2387,0,0
2022/4/19,2:25,2379,0,0
2022/4/19,2:30,2387,0,0
2022/4/19,2:35,2379,0,0
2022/4/19,2:40,2393,0,0
2022/4/19,2:45,2400,0,0
2022/4/19,2:50,2407,0,0
2022/4/19,2:55,2410,0,0
2022/4/19,3:00,2410,0,0
2022/4/19,3:05,2419,0,0
2022/4/19,3:10,2436,0,0
2022/4/19,3:15,2439,0,0
2022/4/19,3:20,2420,0,0
2022/4/19,3:25,2410,0,0
2022/4/19,3:30,2421,0,0
2022/4/19,3:35,2427,0,0
2022/4/19,3:40,2423,0,0
2022/4/19,3:45,2438,0,0
2022/4/19,3:50,2438,0,0
2022/4/19,3:55,2447,0,0
2022/4/19,4:00,2446,0,0
2022/4/19,4:05,2454,0,0
2022/4/19,4:10,2437,0,0
2022/4/19,4:15,2442,0,0
2022/4/19,4:20,2455,0,0
2022/4/19,4:25,2467,0,0
2022/4/19,4:30,2461,0,0
2022/4/19,4:35,2475,0,0
2022/4/19,4:40,2470,0,0
2022/4/19,4:45,2473,0,0
2022/4/19,4:50,2479,0,0
2022/4/19,4:55,2490,0,0
2022/4/19,5:00,2484,0,0
2022/4/19,5:05,2502,0,0
2022/4/19,5:10,2511,0,0
2022/4/19,5:15,2514,0,0
2022/4/19,5:20,2508,1,0
2022/4/19,5:25,2511,5,0
2022/4/19,5:30,2508,8,0
2022/4/19,5:35,2507,19,0
2022/4/19,5:40,2515,29,1
2022/4/19,5:45,2526,39,1
2022/4/19,5:50,2541,50,1
2022/4/19,5:55,2532,62,2
2022/4/19,6:00,2536,77,3
2022/4/19,6:05,2554,94,3
2022/4/19,6:10,2578,112,4
2022/4/19,6:15,2604,131,5
2022/4/19,6:20,2612,150,5
2022/4/19,6:25,2614,172,6
2022/4/19,6:30,2604,193,7
2022/4/19,6:35,2628,217,8
2022/4/19,6:40,2639,242,9
2022/4/19,6:45,2614,269,10
2022/4/19,6:50,2661,298,11
2022/4/19,6:55,2669,327,12
2022/4/19,7:00,2685,357,13
2022/4/19,7:05,2710,386,14
2022/4/19,7:10,2699,418,15
2022/4/19,7:15,2724,450,16
2022/4/19,7:20,2731,482,17
2022/4/19,7:25,2741,517,18
2022/4/19,7:30,2751,551,20
2022/4/19,7:35,2797,583,20
2022/4/19,7:40,2774,614,22
2022/4/19,7:45,2796,647,23
2022/4/19,7:50,2810,678,24
2022/4/19,7:55,2821,710,25
2022/4/19,8:00,2867,739,25
2022/4/19,8:05,2909,770,26
2022/4/19,8:10,2939,799,27
2022/4/19,8:15,2945,829,28
2022/4/19,8:20,2962,858,28
2022/4/19,8:25,3000,887,29
2022/4/19,8:30,3037,915,30
2022/4/19,8:35,3063,941,30
2022/4/19,8:40,3098,967,31
2022/4/19,8:45,3118,991,31
2022/4/19,8:50,3144,1014,32
2022/4/19,8:55,3178,1038,32
2022/4/19,9:00,3192,1058,33
2022/4/19,9:05,3211,1080,33
2022/4/19,9:10,3224,1102,34
2022/4/19,9:15,3240,1124,34
2022/4/19,9:20,3260,1145,35
2022/4/19,9:25,3269,1164,35
2022/4/19,9:30,3288,1183,35
2022/4/19,9:35,3317,1199,36
2022/4/19,9:40,3316,1216,36
2022/4/19,9:45,3335,1229,36
2022/4/19,9:50,3349,1244,37
2022/4/19,9:55,3335,1258,37
2022/4/19,10:00,3346,1272,38
2022/4/19,10:05,3335,1287,38
2022/4/19,10:10,3343,1299,38
2022/4/19,10:15,3361,1312,39
2022/4/19,10:20,3362,1323,39
2022/4/19,10:25,3382,1331,39
2022/4/19,10:30,3391,1340,39
2022/4/19,10:35,3382,1346,39
2022/4/19,10:40,3385,1353,39
2022/4/19,10:45,3401,1361,40
2022/4/19,10:50,3388,1367,40
2022/4/19,10:55,3394,1372,40
2022/4/19,11:00,3402,1373,40
2022/4/19,11:05,3396,1374,40
2022/4/19,11:10,3383,1378,40
2022/4/19,11:15,3394,1381,40
2022/4/19,11:20,3403,1381,40
2022/4/19,11:25,3393,1380,40
2022/4/19,11:30,3380,1380,40
2022/4/19,11:35,3380,1380,40
2022/4/19,11:40,3384,1381,40
2022/4/19,11:45,3404,1377,40
2022/4/19,11:50,3395,1376,40
2022/4/19,11:55,3395,1378,40
2022/4/19,12:00,3369,1373,40
2022/4/19,12:05,3346,1368,40
2022/4/19,12:10,3322,1364,41
2022/4/19,12:15,3292,1355,41
2022/4/19,12:20,3286,1342,40
2022/4/19,12:25,3278,1333,40
2022/4/19,12:30,3253,1324,40
2022/4/19,12:35,3244,1316,40
2022/4/19,12:40,3231,1304,40
2022/4/19,12:45,3249,1294,39
2022/4/19,12:50,3261,1283,39
2022/4/19,12:55,3272,1269,38
2022/4/19,13:00,3289,1257,38
2022/4/19,13:05,3320,1243,37
2022/4/19,13:10,3336,1228,36
2022/4/19,13:15,3333,1207,36
2022/4/19,13:20,3315,1186,35
2022/4/19,13:25,3320,1172,35
2022/4/19,13:30,3308,1155,34
2022/4/19,13:35,3321,1136,34
2022/4/19,13:40,3327,1125,33
2022/4/19,13:45,3332,1107,33
2022/4/19,13:50,3320,1080,32
2022/4/19,13:55,3302,1057,32
2022/4/19,14:00,3298,1032,31
2022/4/19,14:05,3298,1010,30
2022/4/19,14:10,3278,989,30
2022/4/19,14:15,3272,971,29
2022/4/19,14:20,3277,952,29
2022/4/19,14:25,3269,931,28
2022/4/19,14:30,3280,910,27
2022/4/19,14:35,3271,893,27
2022/4/19,14:40,3253,870,26
2022/4/19,14:45,3260,844,25
2022/4/19,14:50,3248,819,25
2022/4/19,14:55,3229,794,24
2022/4/19,15:00,3214,770,23
2022/4/19,15:05,3185,751,23
2022/4/19,15:10,3191,730,22
2022/4/19,15:15,3179,704,22
2022/4/19,15:20,3190,685,21
2022/4/19,15:25,3204,661,20
2022/4/19,15:30,3188,634,19
2022/4/19,15:35,3205,610,19
2022/4/19,15:40,3198,585,18
2022/4/19,15:45,3208,555,17
2022/4/19,15:50,3200,530,16
2022/4/19,15:55,3198,504,15
2022/4/19,16:00,3209,474,14
2022/4/19,16:05,3218,447,13
2022/4/19,16:10,3215,416,12
2022/4/19,16:15,3214,391,12
2022/4/19,16:20,3211,361,11
2022/4/19,16:25,3202,327,10
2022/4/19,16:30,3198,297,9
2022/4/19,16:35,3207,273,8
2022/4/19,16:40,3204,246,7
2022/4/19,16:45,3201,221,6
2022/4/19,16:50,3199,197,6
2022/4/19,16:55,3184,174,5
2022/4/19,17:00,3177,150,4
2022/4/19,17:05,3181,128,4
2022/4/19,17:10,3171,110,3
2022/4/19,17:15,3172,92,2
2022/4/19,17:20,3174,75,2
2022/4/19,17:25,3176,61,1
2022/4/19,17:30,3179,48,1
2022/4/19,17:35,3185,37,1
2022/4/19,17:40,3200,28,0
2022/4/19,17:45,3202,21,0
2022/4/19,17:50,3217,15,0
2022/4/19,17:55,3237,11,0
2022/4/19,18:00,3245,8,0
2022/4/19,18:05,3260,4,0
2022/4/19,18:10,3250,0,0
2022/4/19,18:15,3283,0,0
2022/4/19,18:20,3280,0,0
2022/4/19,18:25,3283,0,0
2022/4/19,18:30,3294,0,0
2022/4/19,18:35,3288,0,0
2022/4/19,18:40,3286,0,0
2022/4/19,18:45,3295,0,0
2022/4/19,18:50,3273,0,0
2022/4/19,18:55,3269,0,0
2022/4/19,19:00,3262,0,0
2022/4/19,19:05,3266,0,0
2022/4/19,19:10,3241,0,0
2022/4/19,19:15,3234,0,0
2022/4/19,19:20,3207,0,0
2022/4/19,19:25,3195,0,0
2022/4/19,19:30,3188,0,0
2022/4/19,19:35,3176,0,0
2022/4/19,19:40,3173,0,0
2022/4/19,19:45,3177,0,0
2022/4/19,19:50,3155,0,0
2022/4/19,19:55,3156,0,0
2022/4/19,20:00,3146,0,0
2022/4/19,20:05,3129,0,0
2022/4/19,20:10,3108,0,0
2022/4/19,20:15,3096,0,0
2022/4/19,20:20,3081,0,0
2022/4/19,20:25,3068,0,0
2022/4/19,20:30,3089,0,0
2022/4/19,20:35,3088,0,0
2022/4/19,20:40,3064,0,0
2022/4/19,20:45,3058,0,0
2022/4/19,20:50,3049,0,0
2022/4/19,20:55,3040,0,0
2022/4/19,21:00,3026,0,0
2022/4/19,21:05,3000,0,0
2022/4/19,21:10,2977,0,0
2022/4/19,21:15,2968,0,0
2022/4/19,21:20,2950,0,0
2022/4/19,21:25,2948,0,0
2022/4/19,21:30,2907,0,0
2022/4/19,21:35,2881,0,0
2022/4/19,21:40,2876,0,0
2022/4/19,21:45,2865,0,0
2022/4/19,21:50,2850,0,0
2022/4/19,21:55,2833,0,0
2022/4/19,22:00,2825,0,0
2022/4/19,22:05,2860,0,0
2022/4/19,22:10,2842,0,0
2022/4/19,22:15,2817,0,0
2022/4/19,22:20,2807,0,0
2022/4/19,22:25,2796,0,0
2022/4/19,22:30,2790,0,0
2022/4/19,22:35,2771,0,0
2022/4/19,22:40,2747,0,0
2022/4/19,22:45,2744,0,0
2022/4/19,22:50,2706,0,0
2022/4/19,22:55,2683,0,0
2022/4/19,23:00,2696,0,0
2022/4/19,23:05,2694,0,0
2022/4/19,23:10,2692,0,0
2022/4/19,23:15,2679,0,0
2022/4/19,23:20,2658,0,0
2022/4/19,23:25,2647,0,0
2022/4/19,23:30,2628,0,0
2022/4/19,23:35,2612,0,0
2022/4/19,23:40,2591,0,0
2022/4/19,23:45,2563,0,0
2022/4/19,23:50,2547,0,0
2022/4/19,23:55,2526,0,0

