2022/7/12 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5148,11:00～12:00,7/12,23:20,15,87

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4488,11:00～12:00,7/12,23:20

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3794,7:00～8:00,7/12,23:20,10,90

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
3449,7:00～8:00,7/12,23:20

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2022/7/12,0:00,3030,3003,87,3457
2022/7/12,1:00,2841,2818,83,3392
2022/7/12,2:00,2752,2743,82,3351
2022/7/12,3:00,2740,2737,81,3356
2022/7/12,4:00,2757,2732,82,3347
2022/7/12,5:00,2797,2805,82,3374
2022/7/12,6:00,2980,3045,84,3517
2022/7/12,7:00,3366,3449,88,3794
2022/7/12,8:00,3894,3957,87,4470
2022/7/12,9:00,4311,4298,88,4858
2022/7/12,10:00,4403,4397,87,5016
2022/7/12,11:00,4381,4488,85,5148
2022/7/12,12:00,4240,4350,83,5079
2022/7/12,13:00,4334,4346,83,5178
2022/7/12,14:00,4334,4320,84,5124
2022/7/12,15:00,4328,4244,84,5117
2022/7/12,16:00,4298,4211,84,5103
2022/7/12,17:00,4160,4083,83,5005
2022/7/12,18:00,4053,4020,81,4959
2022/7/12,19:00,3897,3898,78,4936
2022/7/12,20:00,3692,3687,75,4917
2022/7/12,21:00,3470,3452,71,4876
2022/7/12,22:00,3300,3284,68,4787
2022/7/12,23:00,3100,3077,67,4584

最大使用率(%),時間帯
88,9:00～10:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5051,14:00～15:00,7/13,0:50,21,82

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4176,14:00～15:00,7/13,0:50

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
4464,8:00～9:00,7/13,0:50,21,82

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
3691,8:00～9:00,7/13,0:50

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2022/7/12,0:00,3165,0,0
2022/7/12,0:05,3155,0,0
2022/7/12,0:10,3111,0,0
2022/7/12,0:15,3082,0,0
2022/7/12,0:20,3084,0,0
2022/7/12,0:25,3049,0,0
2022/7/12,0:30,3035,0,0
2022/7/12,0:35,2989,0,0
2022/7/12,0:40,2991,0,0
2022/7/12,0:45,2955,0,0
2022/7/12,0:50,2938,0,0
2022/7/12,0:55,2909,0,0
2022/7/12,1:00,2884,0,0
2022/7/12,1:05,2897,0,0
2022/7/12,1:10,2871,0,0
2022/7/12,1:15,2872,0,0
2022/7/12,1:20,2860,0,0
2022/7/12,1:25,2837,0,0
2022/7/12,1:30,2849,0,0
2022/7/12,1:35,2825,0,0
2022/7/12,1:40,2826,0,0
2022/7/12,1:45,2794,0,0
2022/7/12,1:50,2786,0,0
2022/7/12,1:55,2793,0,0
2022/7/12,2:00,2787,0,0
2022/7/12,2:05,2777,0,0
2022/7/12,2:10,2764,0,0
2022/7/12,2:15,2762,0,0
2022/7/12,2:20,2739,0,0
2022/7/12,2:25,2740,0,0
2022/7/12,2:30,2745,0,0
2022/7/12,2:35,2735,0,0
2022/7/12,2:40,2733,0,0
2022/7/12,2:45,2732,0,0
2022/7/12,2:50,2733,0,0
2022/7/12,2:55,2739,0,0
2022/7/12,3:00,2755,0,0
2022/7/12,3:05,2744,0,0
2022/7/12,3:10,2735,0,0
2022/7/12,3:15,2727,0,0
2022/7/12,3:20,2730,0,0
2022/7/12,3:25,2731,0,0
2022/7/12,3:30,2737,0,0
2022/7/12,3:35,2739,0,0
2022/7/12,3:40,2729,0,0
2022/7/12,3:45,2730,0,0
2022/7/12,3:50,2743,0,0
2022/7/12,3:55,2734,0,0
2022/7/12,4:00,2741,0,0
2022/7/12,4:05,2747,0,0
2022/7/12,4:10,2753,0,0
2022/7/12,4:15,2751,0,0
2022/7/12,4:20,2732,0,0
2022/7/12,4:25,2744,0,0
2022/7/12,4:30,2744,0,0
2022/7/12,4:35,2756,0,0
2022/7/12,4:40,2757,0,0
2022/7/12,4:45,2761,0,0
2022/7/12,4:50,2770,0,0
2022/7/12,4:55,2770,0,0
2022/7/12,5:00,2763,0,0
2022/7/12,5:05,2775,6,0
2022/7/12,5:10,2775,13,0
2022/7/12,5:15,2789,17,0
2022/7/12,5:20,2793,20,0
2022/7/12,5:25,2785,21,0
2022/7/12,5:30,2775,23,0
2022/7/12,5:35,2782,26,0
2022/7/12,5:40,2792,29,1
2022/7/12,5:45,2807,33,1
2022/7/12,5:50,2798,36,1
2022/7/12,5:55,2805,39,1
2022/7/12,6:00,2832,44,1
2022/7/12,6:05,2879,49,1
2022/7/12,6:10,2902,54,1
2022/7/12,6:15,2894,60,2
2022/7/12,6:20,2909,67,2
2022/7/12,6:25,2930,73,2
2022/7/12,6:30,2959,82,2
2022/7/12,6:35,2999,93,3
2022/7/12,6:40,3032,102,3
2022/7/12,6:45,3042,110,3
2022/7/12,6:50,3071,123,4
2022/7/12,6:55,3120,132,4
2022/7/12,7:00,3151,141,4
2022/7/12,7:05,3208,151,4
2022/7/12,7:10,3214,160,4
2022/7/12,7:15,3241,171,5
2022/7/12,7:20,3281,181,5
2022/7/12,7:25,3319,188,5
