2022/11/26 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3920,11:00～12:00,11/26,23:20,23,81

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3187,11:00～12:00,11/26,23:20

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2940,4:00～5:00,11/26,23:20,20,83

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2446,4:00～5:00,11/26,23:20

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2022/11/26,0:00,2544,2512,73,3440
2022/11/26,1:00,2428,2413,83,2915
2022/11/26,2:00,2410,2406,83,2899
2022/11/26,3:00,2428,2426,83,2918
2022/11/26,4:00,2439,2446,82,2940
2022/11/26,5:00,2463,2479,82,2981
2022/11/26,6:00,2554,2556,82,3088
2022/11/26,7:00,2745,2733,82,3320
2022/11/26,8:00,3000,2931,83,3598
2022/11/26,9:00,3188,3081,84,3795
2022/11/26,10:00,3188,3159,82,3870
2022/11/26,11:00,3083,3187,78,3920
2022/11/26,12:00,3029,3109,76,3974
2022/11/26,13:00,3004,2995,75,3989
2022/11/26,14:00,2970,2956,73,4031
2022/11/26,15:00,2978,2945,73,4068
2022/11/26,16:00,3107,3017,77,4031
2022/11/26,17:00,3189,3124,77,4134
2022/11/26,18:00,3174,3122,75,4192
2022/11/26,19:00,3099,3091,73,4207
2022/11/26,20:00,3003,3002,71,4206
2022/11/26,21:00,2855,2850,68,4147
2022/11/26,22:00,2714,2708,67,4021
2022/11/26,23:00,2582,2560,66,3906

最大使用率(%),時間帯
84,9:00～10:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4026,18:00～19:00,11/26,23:50,30,76

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3090,18:00～19:00,11/26,23:50

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2968,1:00～2:00,11/26,23:50,30,76

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2278,1:00～2:00,11/26,23:50

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2022/11/26,0:00,2622,0,0
2022/11/26,0:05,2630,0,0
2022/11/26,0:10,2616,0,0
2022/11/26,0:15,2592,0,0
2022/11/26,0:20,2572,0,0
2022/11/26,0:25,2555,0,0
2022/11/26,0:30,2537,0,0
2022/11/26,0:35,2529,0,0
2022/11/26,0:40,2502,0,0
2022/11/26,0:45,2483,0,0
2022/11/26,0:50,2465,0,0
2022/11/26,0:55,2452,0,0
2022/11/26,1:00,2460,0,0
2022/11/26,1:05,2449,0,0
2022/11/26,1:10,2435,0,0
2022/11/26,1:15,2435,0,0
2022/11/26,1:20,2422,0,0
2022/11/26,1:25,2427,0,0
2022/11/26,1:30,2413,0,0
2022/11/26,1:35,2423,0,0
2022/11/26,1:40,2429,0,0
2022/11/26,1:45,2417,0,0
2022/11/26,1:50,2416,0,0
2022/11/26,1:55,2386,0,0
2022/11/26,2:00,2393,0,0
2022/11/26,2:05,2406,0,0
2022/11/26,2:10,2402,0,0
2022/11/26,2:15,2403,0,0
2022/11/26,2:20,2404,0,0
2022/11/26,2:25,2414,0,0
2022/11/26,2:30,2393,0,0
2022/11/26,2:35,2407,0,0
2022/11/26,2:40,2407,0,0
2022/11/26,2:45,2408,0,0
2022/11/26,2:50,2406,0,0
2022/11/26,2:55,2410,0,0
2022/11/26,3:00,2413,0,0
2022/11/26,3:05,2420,0,0
2022/11/26,3:10,2415,0,0
2022/11/26,3:15,2425,0,0
2022/11/26,3:20,2424,0,0
2022/11/26,3:25,2414,0,0
2022/11/26,3:30,2421,0,0
2022/11/26,3:35,2415,0,0
2022/11/26,3:40,2430,0,0
2022/11/26,3:45,2428,0,0
2022/11/26,3:50,2418,0,0
2022/11/26,3:55,2438,0,0
2022/11/26,4:00,2431,0,0
2022/11/26,4:05,2435,0,0
2022/11/26,4:10,2433,0,0
2022/11/26,4:15,2417,0,0
2022/11/26,4:20,2435,0,0
2022/11/26,4:25,2429,0,0
2022/11/26,4:30,2414,0,0
2022/11/26,4:35,2425,0,0
2022/11/26,4:40,2437,0,0
2022/11/26,4:45,2426,0,0
2022/11/26,4:50,2436,0,0
2022/11/26,4:55,2447,0,0
2022/11/26,5:00,2452,0,0
2022/11/26,5:05,2449,0,0
2022/11/26,5:10,2444,0,0
2022/11/26,5:15,2454,0,0
2022/11/26,5:20,2451,0,0
2022/11/26,5:25,2462,0,0
2022/11/26,5:30,2456,0,0
2022/11/26,5:35,2457,0,0
2022/11/26,5:40,2448,0,0
2022/11/26,5:45,2461,0,0
2022/11/26,5:50,2451,0,0
