2022/11/5 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3635,17:00～18:00,11/5,23:20,21,82

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2992,17:00～18:00,11/5,23:20

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3635,17:00～18:00,11/5,23:20,21,82

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2992,17:00～18:00,11/5,23:20

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2022/11/5,0:00,2401,2376,75,3191
2022/11/5,1:00,2293,2274,81,2814
2022/11/5,2:00,2279,2271,81,2800
2022/11/5,3:00,2311,2306,80,2856
2022/11/5,4:00,2334,2334,80,2895
2022/11/5,5:00,2360,2375,79,2962
2022/11/5,6:00,2414,2415,79,3036
2022/11/5,7:00,2495,2485,78,3170
2022/11/5,8:00,2657,2606,80,3321
2022/11/5,9:00,2716,2743,78,3477
2022/11/5,10:00,2723,2756,78,3474
2022/11/5,11:00,2720,2708,78,3477
2022/11/5,12:00,2701,2689,78,3449
2022/11/5,13:00,2724,2675,79,3440
2022/11/5,14:00,2722,2695,78,3484
2022/11/5,15:00,2737,2743,75,3621
2022/11/5,16:00,2833,2833,79,3575
2022/11/5,17:00,2968,2992,81,3635
2022/11/5,18:00,2970,2980,79,3726
2022/11/5,19:00,2915,2920,78,3703
2022/11/5,20:00,2839,2835,77,3654
2022/11/5,21:00,2704,2689,74,3615
2022/11/5,22:00,2585,2571,72,3560
2022/11/5,23:00,2458,2448,69,3527

最大使用率(%),時間帯
81,17:00～18:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3624,18:00～19:00,11/5,23:50,24,80

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2931,18:00～19:00,11/5,23:50

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3539,17:00～18:00,11/5,23:50,23,81

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2883,17:00～18:00,11/5,23:50

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2022/11/5,0:00,2490,0,0
2022/11/5,0:05,2483,0,0
2022/11/5,0:10,2440,0,0
2022/11/5,0:15,2438,0,0
2022/11/5,0:20,2422,0,0
2022/11/5,0:25,2407,0,0
2022/11/5,0:30,2385,0,0
2022/11/5,0:35,2368,0,0
2022/11/5,0:40,2372,0,0
2022/11/5,0:45,2358,0,0
2022/11/5,0:50,2329,0,0
2022/11/5,0:55,2318,0,0
2022/11/5,1:00,2323,0,0
2022/11/5,1:05,2305,0,0
2022/11/5,1:10,2297,0,0
2022/11/5,1:15,2279,0,0
2022/11/5,1:20,2277,0,0
2022/11/5,1:25,2297,0,0
2022/11/5,1:30,2284,0,0
2022/11/5,1:35,2283,0,0
2022/11/5,1:40,2281,0,0
2022/11/5,1:45,2274,0,0
2022/11/5,1:50,2266,0,0
2022/11/5,1:55,2275,0,0
2022/11/5,2:00,2273,0,0
2022/11/5,2:05,2255,0,0
2022/11/5,2:10,2250,0,0
2022/11/5,2:15,2246,0,0
2022/11/5,2:20,2265,0,0
2022/11/5,2:25,2264,0,0
2022/11/5,2:30,2271,0,0
2022/11/5,2:35,2276,0,0
2022/11/5,2:40,2281,0,0
2022/11/5,2:45,2276,0,0
2022/11/5,2:50,2290,0,0
2022/11/5,2:55,2277,0,0
2022/11/5,3:00,2306,0,0
2022/11/5,3:05,2299,0,0
2022/11/5,3:10,2290,0,0
2022/11/5,3:15,2320,0,0
2022/11/5,3:20,2305,0,0
2022/11/5,3:25,2312,0,0
2022/11/5,3:30,2309,0,0
2022/11/5,3:35,2311,0,0
2022/11/5,3:40,2313,0,0
2022/11/5,3:45,2313,0,0
2022/11/5,3:50,2308,0,0
2022/11/5,3:55,2310,0,0
2022/11/5,4:00,2311,0,0
2022/11/5,4:05,2306,0,0
2022/11/5,4:10,2327,0,0
2022/11/5,4:15,2326,0,0
2022/11/5,4:20,2331,0,0
2022/11/5,4:25,2322,0,0
2022/11/5,4:30,2322,0,0
2022/11/5,4:35,2330,0,0
2022/11/5,4:40,2331,0,0
2022/11/5,4:45,2343,0,0
2022/11/5,4:50,2341,0,0
2022/11/5,4:55,2343,0,0
2022/11/5,5:00,2336,0,0
2022/11/5,5:05,2336,0,0
2022/11/5,5:10,2350,0,0
2022/11/5,5:15,2362,0,0
2022/11/5,5:20,2364,0,0
2022/11/5,5:25,2361,0,0
2022/11/5,5:30,2346,0,0
2022/11/5,5:35,2361,0,0
2022/11/5,5:40,2358,0,0
2022/11/5,5:45,2356,0,0
2022/11/5,5:50,2357,0,0
2022/11/5,5:55,2352,0,0
2022/11/5,6:00,2384,0,0
2022/11/5,6:05,2385,0,0
2022/11/5,6:10,2409,0,0
2022/11/5,6:15,2415,0,0
2022/11/5,6:20,2406,1,0
2022/11/5,6:25,2391,4,0
2022/11/5,6:30,2415,4,0
2022/11/5,6:35,2415,2,0
2022/11/5,6:40,2411,6,0
2022/11/5,6:45,2421,15,0
2022/11/5,6:50,2402,24,0
2022/11/5,6:55,2414,30,1
2022/11/5,7:00,2421,42,1
2022/11/5,7:05,2444,51,2
2022/11/5,7:10,2458,60,2
2022/11/5,7:15,2444,65,2
2022/11/5,7:20,2450,74,3
2022/11/5,7:25,2473,84,3
2022/11/5,7:30,2469,100,4
2022/11/5,7:35,2506,108,4
2022/11/5,7:40,2527,122,4
2022/11/5,7:45,2520,133,5
2022/11/5,7:50,2542,146,5
2022/11/5,7:55,2535,159,6
2022/11/5,8:00,2562,175,6
2022/11/5,8:05,2605,194,7
2022/11/5,8:10,2616,201,7
2022/11/5,8:15,2630,214,8
2022/11/5,8:20,2615,226,8
2022/11/5,8:25,2643,242,9
2022/11/5,8:30,2654,265,9
2022/11/5,8:35,2663,271,10
2022/11/5,8:40,2679,278,10
2022/11/5,8:45,2695,293,10
2022/11/5,8:50,2703,301,11
2022/11/5,8:55,2692,307,11
2022/11/5,9:00,2690,313,11
2022/11/5,9:05,2689,319,11
2022/11/5,9:10,2710,325,11
2022/11/5,9:15,2703,340,12
2022/11/5,9:20,2702,354,13
2022/11/5,9:25,2708,367,13
2022/11/5,9:30,2691,387,14
2022/11/5,9:35,2720,415,15
2022/11/5,9:40,2722,440,16
2022/11/5,9:45,2728,466,17
2022/11/5,9:50,2733,486,17
2022/11/5,9:55,2734,506,18
2022/11/5,10:00,2735,528,19
2022/11/5,10:05,2727,544,19
2022/11/5,10:10,2701,550,20
2022/11/5,10:15,2704,564,20
2022/11/5,10:20,2689,581,21
2022/11/5,10:25,2692,607,22
2022/11/5,10:30,2706,628,23
2022/11/5,10:35,2714,648,23
2022/11/5,10:40,2724,664,24
2022/11/5,10:45,2742,683,24
2022/11/5,10:50,2724,694,25
2022/11/5,10:55,2750,711,25
2022/11/5,11:00,2751,715,25
2022/11/5,11:05,2732,715,26
2022/11/5,11:10,2689,709,26
2022/11/5,11:15,2709,719,26
2022/11/5,11:20,2681,721,26
2022/11/5,11:25,2680,730,27
2022/11/5,11:30,2710,747,27
2022/11/5,11:35,2717,758,27
2022/11/5,11:40,2730,771,28
2022/11/5,11:45,2724,772,28
2022/11/5,11:50,2738,781,28
2022/11/5,11:55,2736,788,28
2022/11/5,12:00,2730,787,28
2022/11/5,12:05,2749,797,28
2022/11/5,12:10,2722,789,28
2022/11/5,12:15,2692,790,29
2022/11/5,12:20,2685,788,29
2022/11/5,12:25,2680,791,29
2022/11/5,12:30,2690,788,29
2022/11/5,12:35,2684,795,29
2022/11/5,12:40,2694,800,29
2022/11/5,12:45,2693,804,29
2022/11/5,12:50,2689,793,29
2022/11/5,12:55,2695,792,29
2022/11/5,13:00,2678,781,29
2022/11/5,13:05,2736,776,28
2022/11/5,13:10,2717,768,28
2022/11/5,13:15,2736,760,27
2022/11/5,13:20,2724,750,27
2022/11/5,13:25,2743,742,27
2022/11/5,13:30,2711,722,26
2022/11/5,13:35,2734,709,25
2022/11/5,13:40,2717,687,25
2022/11/5,13:45,2717,665,24
2022/11/5,13:50,2716,643,23
2022/11/5,13:55,2716,627,23
2022/11/5,14:00,2716,601,22
2022/11/5,14:05,2702,583,21
2022/11/5,14:10,2700,559,20
2022/11/5,14:15,2696,543,20
2022/11/5,14:20,2707,527,19
2022/11/5,14:25,2738,511,18
2022/11/5,14:30,2725,495,18
2022/11/5,14:35,2729,474,17
2022/11/5,14:40,2717,451,16
2022/11/5,14:45,2728,429,15
2022/11/5,14:50,2733,404,14
2022/11/5,14:55,2719,377,13
2022/11/5,15:00,2710,353,13
2022/11/5,15:05,2717,328,12
2022/11/5,15:10,2703,301,11
2022/11/5,15:15,2725,277,10
2022/11/5,15:20,2729,255,9
2022/11/5,15:25,2722,228,8
2022/11/5,15:30,2726,207,7
2022/11/5,15:35,2738,185,6
2022/11/5,15:40,2727,162,5
2022/11/5,15:45,2742,141,5
2022/11/5,15:50,2735,124,4
2022/11/5,15:55,2751,106,3
2022/11/5,16:00,2762,89,3
2022/11/5,16:05,2782,74,2
2022/11/5,16:10,2773,60,2
2022/11/5,16:15,2771,48,1
2022/11/5,16:20,2794,35,1
2022/11/5,16:25,2818,22,0
2022/11/5,16:30,2818,9,0
2022/11/5,16:35,2831,3,0
2022/11/5,16:40,2841,1,0
2022/11/5,16:45,2857,0,0
2022/11/5,16:50,2884,0,0
2022/11/5,16:55,2898,0,0
2022/11/5,17:00,2924,0,0
2022/11/5,17:05,2937,0,0
2022/11/5,17:10,2937,0,0
2022/11/5,17:15,2966,0,0
2022/11/5,17:20,2965,0,0
2022/11/5,17:25,2952,0,0
2022/11/5,17:30,2961,0,0
2022/11/5,17:35,2984,0,0
2022/11/5,17:40,2978,0,0
2022/11/5,17:45,2976,0,0
2022/11/5,17:50,2970,0,0
2022/11/5,17:55,2958,0,0
2022/11/5,18:00,2967,0,0
2022/11/5,18:05,2970,0,0
2022/11/5,18:10,2964,0,0
2022/11/5,18:15,2976,0,0
2022/11/5,18:20,2972,0,0
2022/11/5,18:25,2964,0,0
2022/11/5,18:30,2967,0,0
2022/11/5,18:35,2969,0,0
2022/11/5,18:40,2951,0,0
2022/11/5,18:45,2957,0,0
2022/11/5,18:50,2955,0,0
2022/11/5,18:55,2936,0,0
2022/11/5,19:00,2947,0,0
2022/11/5,19:05,2936,0,0
2022/11/5,19:10,2927,0,0
2022/11/5,19:15,2926,0,0
2022/11/5,19:20,2933,0,0
2022/11/5,19:25,2920,0,0
2022/11/5,19:30,2911,0,0
2022/11/5,19:35,2893,0,0
2022/11/5,19:40,2893,0,0
2022/11/5,19:45,2887,0,0
2022/11/5,19:50,2900,0,0
2022/11/5,19:55,2888,0,0
2022/11/5,20:00,2873,0,0
2022/11/5,20:05,2867,0,0
2022/11/5,20:10,2858,0,0
2022/11/5,20:15,2843,0,0
2022/11/5,20:20,2849,0,0
2022/11/5,20:25,2840,0,0
2022/11/5,20:30,2844,0,0
2022/11/5,20:35,2844,0,0
2022/11/5,20:40,2818,0,0
2022/11/5,20:45,2823,0,0
2022/11/5,20:50,2804,0,0
2022/11/5,20:55,2775,0,0
2022/11/5,21:00,2774,0,0
2022/11/5,21:05,2769,0,0
2022/11/5,21:10,2751,0,0
2022/11/5,21:15,2752,0,0
2022/11/5,21:20,2737,0,0
2022/11/5,21:25,2711,0,0
2022/11/5,21:30,2693,0,0
2022/11/5,21:35,2684,0,0
2022/11/5,21:40,2674,0,0
2022/11/5,21:45,2646,0,0
2022/11/5,21:50,2642,0,0
2022/11/5,21:55,2614,0,0
2022/11/5,22:00,2595,0,0
2022/11/5,22:05,2634,0,0
2022/11/5,22:10,2636,0,0
2022/11/5,22:15,2609,0,0
2022/11/5,22:20,2596,0,0
2022/11/5,22:25,2584,0,0
2022/11/5,22:30,2584,0,0
2022/11/5,22:35,2584,0,0
2022/11/5,22:40,2560,0,0
2022/11/5,22:45,2547,0,0
2022/11/5,22:50,2518,0,0
2022/11/5,22:55,2508,0,0
2022/11/5,23:00,2502,0,0
2022/11/5,23:05,2500,0,0
2022/11/5,23:10,2510,0,0
2022/11/5,23:15,2500,0,0
2022/11/5,23:20,2475,0,0
2022/11/5,23:25,2459,0,0
2022/11/5,23:30,2440,0,0
2022/11/5,23:35,2445,0,0
2022/11/5,23:40,2432,0,0
2022/11/5,23:45,2419,0,0
2022/11/5,23:50,2402,0,0
2022/11/5,23:55,2395,0,0

